,Beer_Rating,Covered,Customer_Rating,Price,Row,Section,Home_Away
369,9.0,1.0,3.0,122.875,8,233,1
370,9.0,1.0,3.0,122.875,8,233,1
371,9.0,1.0,3.0,122.875,8,233,1
372,9.0,1.0,3.0,122.875,8,233,1
373,10.0,1.0,3.0,90.0,13,234,1
374,10.0,1.0,3.0,87.0,14,234,1
375,10.0,1.0,3.0,65.0,8,234,1
378,10.0,1.0,3.0,64.55,13,301,0
379,10.0,1.0,3.0,64.55,13,301,0
380,10.0,1.0,3.0,64.55,13,301,0
381,10.0,1.0,3.0,64.55,13,301,0
382,10.0,1.0,3.0,70.875,17,301,0
383,10.0,1.0,3.0,65.375,18,301,0
384,10.0,1.0,3.0,65.375,18,301,0
385,10.0,1.0,3.0,65.375,18,301,0
386,10.0,1.0,3.0,65.375,18,301,0
387,10.0,1.0,3.0,64.75,19,301,0
389,10.0,1.0,2.0,50.0,30,301,0
391,10.0,1.0,2.0,48.375,40,301,0
392,10.0,1.0,3.0,101.625,7,301,0
393,10.0,1.0,3.0,105.75,8,301,0
394,10.0,1.0,3.0,103.125,9,301,0
398,8.0,1.0,3.0,67.25,23,302,0
399,8.0,1.0,3.0,71.5,26,302,0
400,8.0,1.0,3.0,60.5,27,302,0
401,8.0,1.0,3.0,58.835,28,302,0
402,8.0,1.0,3.0,52.0,29,302,0
403,8.0,1.0,3.0,164.965,31,302,0
404,8.0,1.0,3.0,164.965,31,302,0
405,8.0,1.0,2.0,170.25,32,302,0
406,8.0,1.0,2.0,170.25,32,302,0
407,8.0,1.0,3.0,61.835,33,302,0
408,8.0,1.0,2.0,61.835,33,302,0
409,8.0,1.0,3.0,61.75,34,302,0
410,8.0,1.0,2.0,61.75,34,302,0
412,8.0,1.0,2.0,51.5,36,302,0
417,7.0,1.0,3.0,76.375,16,303,0
418,7.0,1.0,3.0,75.375,18,303,0
419,7.0,1.0,3.0,74.375,19,303,0
421,7.0,1.0,3.0,80.5,21,303,0
423,7.0,1.0,3.0,73.16499999999999,29,303,0
424,7.0,1.0,3.0,70.5,31,303,0
426,7.0,1.0,3.0,76.375,33,303,0
431,6.0,1.0,3.0,82.5,17,304,0
434,6.0,1.0,3.0,89.5,20,304,0
436,6.0,1.0,3.0,75.0,35,304,0
438,5.0,1.0,3.0,95.0,19,305,0
440,5.0,1.0,3.0,98.0,24,305,0
441,5.0,1.0,3.0,104.25,25,305,0
442,5.0,1.0,3.0,102.625,26,305,0
444,5.0,1.0,3.0,103.0,36,305,0
446,4.0,1.0,3.0,117.125,24,306,0
447,4.0,1.0,3.0,91.0,26,306,0
451,4.0,1.0,3.0,116.125,35,306,0
454,3.0,1.0,3.0,106.875,22,307,0
455,3.0,1.0,3.0,109.125,24,307,0
456,3.0,1.0,3.0,109.0,25,307,0
458,3.0,1.0,3.0,101.125,27,307,0
459,3.0,1.0,3.0,109.0,35,307,0
461,2.0,1.0,3.0,235.625,1,308,0
462,2.0,1.0,3.0,78.5,16,308,0
463,2.0,1.0,3.0,75.0,18,308,0
465,2.0,1.0,3.0,77.16499999999999,20,308,0
466,2.0,1.0,3.0,85.16499999999999,21,308,0
467,2.0,1.0,3.0,83.5,28,308,0
471,1.0,1.0,3.0,72.5,20,309,0
474,1.0,1.0,3.0,77.0,29,309,0
475,1.0,1.0,3.0,68.5,30,309,0
476,1.0,1.0,3.0,73.25,31,309,0
478,1.0,1.0,2.0,75.0,35,309,0
479,1.0,1.0,2.0,76.5,36,309,0
484,1.0,1.0,3.0,64.375,25,310,0
488,1.0,1.0,2.0,63.94,29,310,0
489,1.0,1.0,2.0,54.5,30,310,0
490,1.0,1.0,2.0,51.165,31,310,0
495,1.0,1.0,2.0,52.0,37,310,0
498,1.0,1.0,2.0,52.0,40,310,0
500,1.0,1.0,3.0,96.75,11,311,0
501,1.0,1.0,3.0,72.75,13,311,0
502,1.0,1.0,3.0,64.83500000000001,14,311,0
505,1.0,1.0,2.0,53.875,31,311,0
508,1.0,1.0,2.0,51.25,34,311,0
509,1.0,1.0,2.0,62.0,36,311,0
511,1.0,1.0,3.0,107.875,6,311,0
512,1.0,1.0,3.0,99.625,9,311,0
513,1.0,1.0,2.0,114.875,1,325,1
520,1.0,1.0,2.0,76.33500000000001,3,325,1
523,1.0,1.0,3.0,52.0,36,325,1
525,1.0,1.0,2.0,69.58500000000001,4,325,1
526,1.0,1.0,2.0,69.58500000000001,4,325,1
527,1.0,1.0,2.0,69.58500000000001,4,325,1
528,1.0,1.0,2.0,69.58500000000001,4,325,1
534,1.0,1.0,2.0,73.75,5,325,1
538,1.0,1.0,3.0,69.125,53,325,1
545,1.0,1.0,3.0,48.165,63,325,1
546,1.0,1.0,3.0,44.9,64,325,1
547,1.0,1.0,3.0,44.9,64,325,1
549,1.0,1.0,2.0,70.25,8,325,1
550,1.0,1.0,2.0,67.0,9,325,1
551,2.0,1.0,3.0,88.625,13,326,1
552,2.0,1.0,3.0,88.625,13,326,1
560,2.0,1.0,3.0,60.0,22,326,1
562,2.0,1.0,3.0,71.5,24,326,1
566,2.0,1.0,3.0,63.0,29,326,1
572,3.0,1.0,3.0,86.83500000000001,33,327,1
579,3.0,1.0,3.0,79.2,45,327,1
586,3.0,1.0,3.0,65.215,53,327,1
591,3.0,1.0,3.0,90.33500000000001,6,327,1
593,4.0,1.0,3.0,135.0,10,328,1
597,4.0,1.0,3.0,116.0,14,328,1
598,4.0,1.0,3.0,124.0,15,328,1
615,5.0,1.0,3.0,101.19,50,329,1
616,5.0,1.0,3.0,101.19,50,329,1
617,5.0,1.0,3.0,101.19,50,329,1
618,5.0,1.0,3.0,101.19,50,329,1
622,6.0,1.0,3.0,122.5,11,330,1
623,6.0,1.0,3.0,132.25,12,330,1
624,6.0,1.0,3.0,132.66500000000002,13,330,1
626,6.0,1.0,3.0,138.0,16,330,1
627,6.0,1.0,3.0,114.0,17,330,1
628,6.0,1.0,3.0,151.0,18,330,1
629,6.0,1.0,3.0,134.25,19,330,1
632,6.0,1.0,3.0,83.0,38,330,1
633,6.0,1.0,3.0,86.75,39,330,1
635,6.0,1.0,3.0,97.625,44,330,1
639,6.0,1.0,3.0,126.25,8,330,1
644,7.0,1.0,3.0,87.0,30,331,1
652,7.0,1.0,3.0,89.33500000000001,4,331,1
654,7.0,1.0,3.0,65.0,46,331,1
655,7.0,1.0,3.0,69.46000000000001,47,331,1
656,7.0,1.0,3.0,69.46000000000001,47,331,1
657,7.0,1.0,3.0,69.46000000000001,47,331,1
658,7.0,1.0,3.0,64.0,48,331,1
660,7.0,1.0,3.0,86.75,5,331,1
662,7.0,1.0,3.0,75.75,51,331,1
663,7.0,1.0,3.0,79.16499999999999,52,331,1
664,7.0,1.0,3.0,84.25,53,331,1
665,7.0,1.0,3.0,84.25,53,331,1
666,7.0,1.0,3.0,81.0,6,331,1
674,8.0,1.0,3.0,109.83500000000001,1,332,1
691,8.0,1.0,3.0,63.665,29,332,1
692,8.0,1.0,3.0,71.41499999999999,30,332,1
693,8.0,1.0,3.0,71.41499999999999,30,332,1
696,8.0,1.0,3.0,78.0,34,332,1
703,8.0,1.0,2.0,51.0,61,332,1
704,8.0,1.0,2.0,51.0,61,332,1
705,8.0,1.0,2.0,51.5,62,332,1
706,8.0,1.0,2.0,51.5,62,332,1
707,8.0,1.0,2.0,51.0,63,332,1
708,8.0,1.0,2.0,51.0,63,332,1
709,8.0,1.0,2.0,51.0,63,332,1
710,8.0,1.0,2.0,51.0,63,332,1
711,8.0,1.0,2.0,51.5,64,332,1
712,8.0,1.0,2.0,51.5,64,332,1
713,8.0,1.0,2.0,51.5,64,332,1
714,8.0,1.0,2.0,51.5,64,332,1
715,8.0,1.0,2.0,50.0,65,332,1
716,8.0,1.0,2.0,50.0,65,332,1
717,8.0,1.0,2.0,50.0,65,332,1
718,8.0,1.0,2.0,50.0,65,332,1
719,8.0,1.0,3.0,51.0,66,332,1
720,8.0,1.0,3.0,46.0,67,332,1
721,8.0,1.0,1.0,46.0,67,332,1
724,9.0,1.0,3.0,101.0,1,333,1
725,9.0,1.0,3.0,65.125,10,333,1
726,9.0,1.0,3.0,61.644999999999996,11,333,1
731,9.0,1.0,3.0,58.75,16,333,1
732,9.0,1.0,3.0,64.25,17,333,1
733,9.0,1.0,3.0,68.375,18,333,1
734,9.0,1.0,3.0,68.25,20,333,1
735,9.0,1.0,3.0,66.625,21,333,1
736,9.0,1.0,3.0,66.625,21,333,1
738,9.0,1.0,3.0,67.8,23,333,1
739,9.0,1.0,3.0,67.8,23,333,1
740,9.0,1.0,3.0,61.44,24,333,1
741,9.0,1.0,3.0,61.44,24,333,1
742,9.0,1.0,3.0,71.5,28,333,1
747,9.0,1.0,3.0,66.4,4,333,1
748,9.0,1.0,2.0,50.2,45,333,1
753,9.0,1.0,3.0,70.5,5,333,1
758,9.0,1.0,2.0,50.5,59,333,1
760,9.0,1.0,2.0,45.5,63,333,1
761,9.0,1.0,2.0,50.4,64,333,1
762,9.0,1.0,2.0,61.125,65,333,1
765,9.0,1.0,3.0,69.5,8,333,1
766,9.0,1.0,3.0,66.4,9,333,1
